30,35,36,31,31,34,31,36,56,0
32,24,26,29,24,32,29,26,59,0
25,36,38,21,36,25,21,38,59,0
22,26,26,22,26,22,22,26,57,0
24,27,32,19,24,29,19,32,63,0
14,26,19,22,21,21,22,19,59,0
20,30,29,22,25,26,22,29,61,0
19,25,26,16,25,19,21,26,56,0
22,28,21,27,23,27,27,21,57,0
24,31,27,26,25,29,26,27,59,0
20,26,21,22,21,25,22,21,61,0
24,32,26,27,27,29,27,26,61,0
27,25,26,26,25,27,26,26,61,0
12,29,26,19,25,17,19,26,55,0
18,32,23,27,26,25,27,23,61,0
7,3,0,0,0,0,0,0,37,1
19,15,0,0,0,0,2,1,29,1
5,6,0,0,0,0,4,17,34,1
17,11,0,0,0,0,0,0,28,1
10,10,0,0,0,0,4,2,28,1
11,8,0,0,0,0,5,4,30,1
12,7,0,0,0,0,5,8,30,1
15,11,0,0,0,0,6,19,26,1
6,4,3,1,0,0,9,11,25,1
0,0,0,0,0,0,0,0,44,1
0,0,0,0,0,0,0,0,43,1
0,0,0,0,0,0,0,0,47,1
0,0,0,0,0,0,0,0,46,1
0,0,0,0,0,0,11,0,39,1
0,0,0,0,0,0,0,0,29,1
8,1,11,0,0,0,28,18,33,2
14,1,8,1,1,0,20,14,34,2
7,0,6,0,0,0,27,19,30,2
8,3,11,1,0,0,30,21,35,2
7,6,11,0,0,0,30,27,29,2
6,4,16,1,0,0,30,20,34,2
6,3,14,1,0,0,20,17,38,2
9,8,10,0,0,0,29,23,33,2
7,6,17,1,0,0,23,23,38,2
6,10,11,0,0,0,24,21,35,2
7,1,9,0,0,0,21,14,31,2
9,1,5,0,0,0,31,20,31,2
6,2,9,0,0,0,23,26,34,2
7,3,15,0,0,0,28,21,37,2
9,2,10,1,0,0,24,14,32,2
0,0,0,0,0,0,36,22,32,3
2,2,1,0,0,2,38,33,36,3
6,6,3,2,6,2,26,33,38,3
2,1,5,2,3,3,32,36,33,3
0,0,0,1,5,5,35,38,36,3
0,0,0,5,2,6,27,31,42,3
2,1,5,3,0,6,28,29,35,3
2,1,7,2,0,0,24,31,31,3
2,2,2,0,0,0,42,39,39,3
0,0,2,0,0,2,37,35,39,3
0,0,0,6,2,7,18,26,43,3
0,2,1,7,4,9,30,32,31,3
0,0,3,1,1,4,38,27,35,3
4,2,0,2,0,0,31,40,42,3
1,6,2,0,7,9,37,26,35,3
2,2,0,7,5,15,0,8,32,4
0,0,4,1,16,25,0,0,31,4
0,0,0,3,17,16,0,7,29,4
0,0,1,9,17,14,0,0,33,4
0,0,1,1,16,22,0,2,30,4
5,2,0,0,16,36,0,0,28,4
0,0,0,8,6,11,0,4,28,4
2,1,1,0,0,23,2,2,31,4
0,0,6,0,0,15,0,0,27,4
0,0,0,5,6,20,0,0,28,4
0,0,5,4,5,20,1,0,28,4
0,0,0,2,0,12,0,0,31,4
2,0,5,7,0,11,1,0,30,4
0,0,0,0,11,22,2,3,24,4
0,0,0,0,11,18,0,0,28,4
0,2,0,31,0,0,4,35,38,5
0,0,1,44,0,0,0,19,38,5
1,2,1,35,1,9,0,28,35,5
0,1,0,31,3,11,4,29,28,5
2,1,0,11,0,5,9,33,35,5
0,0,0,15,0,6,2,33,31,5
0,2,0,28,1,10,0,34,44,5
1,3,0,36,1,5,0,33,35,5
0,1,0,24,0,0,0,27,32,5
0,4,0,26,4,9,4,41,31,5
1,2,0,37,0,2,4,40,35,5
0,0,0,17,5,3,10,45,34,5
3,2,0,25,0,0,0,37,37,5
6,3,0,32,0,1,3,41,31,5
0,2,0,31,0,0,0,38,40,5
6,12,17,25,10,10,1,16,46,6
6,2,14,14,2,6,0,9,34,6
2,2,14,21,1,3,0,4,43,6
4,1,8,21,0,4,0,4,40,6
0,7,7,17,4,3,0,7,47,6
4,8,12,26,6,7,0,12,44,6
1,0,17,9,0,1,0,2,32,6
3,7,14,32,6,6,0,10,37,6
8,12,19,28,12,8,0,19,44,6
3,2,9,20,2,4,0,5,41,6
8,0,22,17,0,8,0,9,32,6
0,4,16,31,3,2,0,5,45,6
3,4,9,38,3,5,0,7,45,6
0,6,7,38,6,1,0,6,36,6
0,1,7,38,2,5,0,1,38,6
0,0,0,5,0,0,18,12,32,7
0,0,0,0,0,0,21,5,34,7
0,0,0,4,1,0,13,5,28,7
0,0,0,1,0,0,9,17,35,7
1,1,0,2,2,2,8,7,35,7
3,2,0,3,0,0,22,9,31,7
2,0,2,0,0,0,10,19,28,7
0,0,0,0,0,0,21,16,26,7
0,0,0,0,0,0,25,27,30,7
0,0,0,0,0,0,21,17,27,7
0,0,0,0,0,0,28,15,23,7
0,0,0,0,0,0,21,11,29,7
0,0,0,0,0,0,32,22,32,7
0,0,0,0,0,0,30,20,28,7
0,0,0,0,0,0,36,26,28,7
8,12,13,10,12,8,10,19,56,8
8,14,16,12,14,8,12,20,48,8
8,18,15,16,15,13,15,20,55,8
9,15,17,11,10,14,12,21,55,8
4,13,15,14,10,9,11,15,54,8
9,7,12,12,4,13,11,14,60,8
12,10,14,18,8,15,13,17,56,8
15,14,26,8,14,15,9,28,55,8
17,21,15,26,21,17,27,28,55,8
9,10,18,12,10,9,5,18,52,8
6,8,15,14,8,6,4,13,55,8
12,12,13,20,8,15,18,16,50,8
11,18,15,23,18,11,21,14,52,8
17,16,25,19,9,22,14,27,57,8
6,9,11,10,9,6,7,13,54,8
9,8,0,13,7,7,13,33,43,9
4,7,0,10,6,4,12,44,40,9
2,6,0,6,9,6,20,39,42,9
3,5,0,8,4,11,20,38,38,9
5,11,0,17,13,12,19,32,43,9
6,8,0,14,10,6,15,41,42,9
11,9,0,19,8,13,23,46,45,9
11,11,0,21,12,13,21,32,46,9
3,4,0,4,0,6,25,40,37,9
3,3,0,7,0,7,25,38,40,9
2,8,1,11,8,7,12,29,42,9
4,10,0,15,7,9,20,41,45,9
8,7,0,14,7,8,16,43,45,9
10,9,1,17,4,20,23,42,45,9
6,3,0,9,6,11,20,43,45,9
